id,title,tags,difficulty
3799,Exposition,"['binary+search', 'data+structures', 'dsu', 'trees', 'two+pointers']",1900
3800,Sereja ans Anagrams,"['binary+search', 'data+structures']",1900
3801,Spanning Tree with One Fixed Degree,"['constructive+algorithms', 'dfs+and+similar', 'dsu', 'graphs', 'greedy']",1900
3802,Felicity is Coming!,"['data+structures', 'hashing', 'sortings', 'strings']",1900
3803,Array Without Local Maximums,['dp'],1900
3804,Counting Rectangles is Fun,"['brute+force', 'divide+and+conquer', 'dp']",1900
3805,Handshakes,"['binary+search', 'constructive+algorithms', 'data+structures', 'greedy']",1900
3806,Unordered Subsequence,"['constructive+algorithms', 'greedy']",1900
3807,Dense Subsequence,"['data+structures', 'greedy', 'strings']",1900
3808,Volleyball,['shortest+paths'],1900
3809,Spy Syndrome 2,"['data+structures', 'dp', 'hashing', 'implementation', 'sortings', 'string+suffix+structures', 'strings']",1900
3810,Haar Features,"['greedy', 'implementation']",1900
3811,Two Heaps,"['combinatorics', 'constructive+algorithms', 'greedy', 'implementation', 'math', 'sortings']",1900
3812,Missing Numbers,"['binary+search', 'constructive+algorithms', 'greedy', 'math', 'number+theory']",1900
3813,Fancy Number,"['brute+force', 'greedy', 'sortings', 'strings']",1900
3814,Bottles,['dp'],1900
3815,Restructuring Company,"['data+structures', 'dsu']",1900
3816,Fox and Minimal path,"['bitmasks', 'constructive+algorithms', 'graphs', 'implementation', 'math']",1900
3817,Symmetric and Transitive,"['combinatorics', 'dp', 'math']",1900
3818,Coloring Brackets,['dp'],1900
3819,Candy Boxes,"['brute+force', 'constructive+algorithms', 'math']",1900
3820,Shark,"['brute+force', 'data+structures', 'dsu', 'trees']",1900
3821,Kyoya and Permutation,"['binary+search', 'combinatorics', 'constructive+algorithms', 'greedy', 'implementation', 'math']",1900
3822,Chocolate,"['brute+force', 'dfs+and+similar', 'math', 'meet-in-the-middle', 'number+theory']",1900
3823,Jeff and Furik,"['combinatorics', 'dp', 'probabilities']",1900
3824,Block Tower,"['constructive+algorithms', 'dfs+and+similar', 'graphs']",1900
3825,Subordinates,"['constructive+algorithms', 'data+structures', 'graphs', 'greedy', 'sortings']",1900
3826,Changing Array,"['greedy', 'implementation']",1900
3827,The Art of Dealing with ATM,"['binary+search', 'sortings']",1900
3828,Segments,"['greedy', 'sortings']",1900
3829,Skills,"['binary+search', 'brute+force', 'dp', 'greedy', 'sortings', 'two+pointers']",1900
3830,Olympiad,"['binary+search', 'greedy', 'sortings', 'two+pointers']",1900
3831,Connected Components,"['data+structures', 'dfs+and+similar', 'dp', 'dsu']",1900
3832,Preparing for the Contest,"['binary+search', 'data+structures', 'greedy', 'sortings']",1900
3833,Monitor,"['binary+search', 'data+structures']",1900
3834,The Road to Berland is Paved With Good Intentions,"['2-sat', 'dfs+and+similar', 'dsu', 'graphs']",1900
3835,Open Communication,"['bitmasks', 'brute+force']",1900
3836,Cunning Gena,"['bitmasks', 'dp', 'greedy', 'sortings']",1900
3837,Frog Traveler,"['data+structures', 'dp', 'graphs', 'shortest+paths']",1900
3838,Privatization of Roads in Treeland,"['binary+search', 'constructive+algorithms', 'dfs+and+similar', 'graphs', 'greedy', 'trees']",1900
3839,A Map of the Cat,"['brute+force', 'interactive']",1900
3840,000001,['*special'],1900
3841,Lucky Days,"['math', 'number+theory']",1900
3842,Xenia and Hamming,"['implementation', 'math']",1900
3843,A rectangle,['math'],1900
3844,Minesweeper 1D,"['dp', 'implementation']",1900
3845,Data Center Maintenance,"['dfs+and+similar', 'graphs']",1900
3846,Decoding Genome,"['dp', 'matrices']",1900
3847,Teodor is not a liar!,"['data+structures', 'dp']",1900
3848,Cupboard and Balloons,['geometry'],1900
3849,Non-Secret Cypher,['two+pointers'],1900
3850,Xor-sequences,['matrices'],1900
3851,Rooter's Song,"['constructive+algorithms', 'data+structures', 'geometry', 'implementation', 'sortings', 'two+pointers']",1900
3852,Ordering Pizza,"['binary+search', 'sortings', 'ternary+search']",1900
3853,Numbers Exchange,"['greedy', 'implementation', 'math']",1900
3854,Hongcow's Game,"['bitmasks', 'divide+and+conquer', 'interactive']",1900
3855,Bear and Up-Down,"['brute+force', 'implementation']",1900
3856,Numbers,"['combinatorics', 'dp']",1900
3857,Array,"['combinatorics', 'math']",1900
3858,Fractions,['math'],1900
3859,Card Game Again,"['binary+search', 'data+structures', 'number+theory', 'two+pointers']",1900
3860,Mister B and PR Shifts,"['data+structures', 'implementation', 'math']",1900
3861,Coprocessor,"['dfs+and+similar', 'dp', 'graphs', 'greedy']",1900
3862,Diana and Liana,"['greedy', 'implementation', 'two+pointers']",1900
3863,Police Station,"['dp', 'graphs', 'shortest+paths']",1900
3864,3-cycles,"['constructive+algorithms', 'graphs', 'greedy']",1900
3865,Sum,"['greedy', 'math']",1900
3866,Triangles,"['combinatorics', 'graphs', 'math']",1900
3867,Hot Days,['greedy'],1900
3868,Intersecting Subtrees,"['dfs+and+similar', 'interactive', 'trees']",1900
3869,Phone Talks,"['*special', 'dp', 'sortings']",1900
3870,Noise Level,"['dfs+and+similar', 'implementation', 'math']",1900
3871,Valuable Paper,"['binary+search', 'flows', 'graph+matchings', 'graphs']",1900
3872,Permutation Sum,"['bitmasks', 'combinatorics', 'dp', 'implementation', 'meet-in-the-middle']",1900
3873,Palindrome,"['constructive+algorithms', 'dp']",1900
3874,Pawn,['dp'],1900
3875,Two Strings,"['data+structures', 'dp', 'strings']",1900
3876,Naughty Stone Piles,['greedy'],1900
3877,Pairs of Numbers,"['brute+force', 'dfs+and+similar', 'math', 'number+theory']",1900
3878,Palindromes,"['dp', 'strings']",1900
3879,Daleks' Invasion (easy),"['graphs', 'trees']",1900
3880,Little Elephant and Elections,"['brute+force', 'combinatorics', 'dp']",1900
3881,"Washer, Dryer, Folder","['greedy', 'implementation']",1900
3882,Photo Processing,"['binary+search', 'dp']",1900
3883,Partial Sums,"['combinatorics', 'math', 'number+theory']",1900
3884,Hot Bath,"['binary+search', 'brute+force', 'math']",1900
3885,Pie or die,['games'],1900
3886,"Paint it really, really dark gray",['dfs+and+similar'],1900
3887,Jabber ID,"['implementation', 'strings']",1900
3888,Beautiful Decomposition,"['dp', 'games', 'greedy', 'number+theory']",1900
3889,Insertion Sort,"['data+structures', 'dp', 'implementation', 'math']",1900
3890,Logging,"['implementation', 'strings']",1900
3891,Dexterinas Lab,"['games', 'matrices', 'probabilities']",1900
3892,Maxim and Restaurant,"['dp', 'math', 'probabilities']",1900
3893,Table,"['bitmasks', 'combinatorics', 'dp', 'math']",1900
3894,Zero-One,"['constructive+algorithms', 'games', 'greedy']",1900
3895,Solitaire,"['dfs+and+similar', 'dp']",1900
3896,Event Dates,"['greedy', 'meet-in-the-middle', 'sortings']",1900
3897,Lucky Permutation,"['brute+force', 'combinatorics', 'number+theory']",1900
3898,Vasily the Bear and Fly,['math'],1900
3899,Orientation of Edges,"['dfs+and+similar', 'graphs']",1900
3900,Lucky Probability,"['brute+force', 'probabilities']",1900
3901,Distributed Join,['greedy'],1900
3902,Bug in Code,"['data+structures', 'graphs', 'implementation', 'two+pointers']",1900
3903,Optical Experiment,"['binary+search', 'data+structures', 'dp']",1900
3904,Camels,['dp'],1900
3905,Old Berland Language,"['data+structures', 'greedy', 'trees']",1900
3906,Before Exam,"['constructive+algorithms', 'implementation', 'sortings']",1900
3907,Dividing Island,['constructive+algorithms'],1900
3908,Memory for Arrays,"['binary+search', 'bitmasks', 'greedy']",1900
3909,Analyzing Polyline,"['geometry', 'math', 'sortings']",1900
3910,Dependency management,"['*special', 'graphs', 'implementation']",1900
3911,LaTeX Expert,[],1900
3912,Digits Permutations,['greedy'],1900
3913,Spiral Maximum,"['brute+force', 'dp']",1900
3914,Russian Roulette,"['constructive+algorithms', 'greedy']",1900
3915,End of Exams,['greedy'],1900
3916,Minimum Sum,"['divide+and+conquer', 'geometry', 'sortings']",1900
3917,Group Photo 2 (online mirror version),"['brute+force', 'greedy', 'sortings']",1900
3918,Autocompletion,"['*special', 'strings', 'trees']",1900
3919,Merge Equal Elements,"['constructive+algorithms', 'data+structures']",1900
3920,Crunching Numbers Just for You,"['*special', 'implementation']",1900
3921,Building Bridge,"['geometry', 'ternary+search', 'two+pointers']",1900
3922,E-mail Addresses,['implementation'],1900
3923,Dot,"['dp', 'games']",1900
3924,Comb,"['data+structures', 'dp']",1900
3925,Array Game,"['games', 'greedy', 'two+pointers']",1900
3926,Special Olympics,['geometry'],1900
3927,Dancing Lessons,['data+structures'],1900
3928,Name,"['greedy', 'strings']",1900
3929,Ace It!,['*special'],1900
3930,Shave Beaver!,['data+structures'],1900
3931,Challenging Balloons,['constructive+algorithms'],1900
3932,You're a Professional,['*special'],1900
3933,Bug in Code,"['binary+search', 'data+structures', 'sortings']",1900
3934,Vasya the Architect,['implementation'],1900
3935,Space Voyage,['binary+search'],1900
3936,Touchy-Feely Palindromes,"['*special', 'implementation']",1900
3937,Two Policemen,"['*special', 'binary+search', 'brute+force', 'math']",1900
3938,The Beaver's Problem - 2,[],1900
3939,Problemsolving Marathon,"['*special', 'binary+search', 'greedy']",1900
3940,Smart Beaver and Resolving Collisions,[],1900
3941,Generate W state,[],1900
3942,Magic Squares,[],1900
3943,Seasons,['*special'],1900
3944,Remove digits,['*special'],1900
3945,Another array reconstruction algorithm,[],1900
3946,Chessboard,['*special'],1900
3947,Eval,['*special'],1900
3948,Caesar Cipher,['*special'],1900
3949,Military Trainings,[],1900
3950,The Fraction,['*special'],1900
3951,Primes in Interval,['*special'],1900
3952,Oil,"['*special', 'greedy', 'math']",1900
3953,Exchange of Books,['*special'],1900
3954,Sereja and Brackets,"['data+structures', 'schedules']",2000
3955,Engineer Artem,"['2-sat', 'chinese+remainder+theorem', 'constructive+algorithms', 'fft', 'flows']",2000
3956,Two Divisors,"['constructive+algorithms', 'math', 'number+theory']",2000
3957,Odd-Even Subsequence,"['binary+search', 'dp', 'dsu', 'greedy', 'implementation']",2000
3958,The least round way,"['dp', 'math']",2000
3959,Three Integers,"['brute+force', 'math']",2000
3960,Yet Another Yet Another Task,"['data+structures', 'dp', 'implementation', 'two+pointers']",2000
3961,The Football Season,"['brute+force', 'math', 'number+theory']",2000
3962,Orac and Medians,"['constructive+algorithms', 'greedy', 'math']",2000
3963,Ice Cave,['dfs+and+similar'],2000
3964,Tree Shuffling,"['dfs+and+similar', 'dp', 'greedy', 'trees']",2000
3965,Prefixes and Suffixes,"['dp', 'string+suffix+structures', 'strings', 'two+pointers']",2000
3966,Not So Simple Polygon Embedding,"['binary+search', 'brute+force', 'geometry', 'math']",2000
3967,Monopole Magnets,"['constructive+algorithms', 'dfs+and+similar', 'dsu', 'graphs']",2000
3968,Captain Flint and Treasure,"['data+structures', 'dfs+and+similar', 'graphs', 'greedy', 'implementation', 'trees']",2000
3969,Jzzhu and Cities,"['graphs', 'greedy', 'shortest+paths']",2000
3970,Minimax Problem,"['binary+search', 'bitmasks', 'dp']",2000
3971,Directing Edges,"['constructive+algorithms', 'dfs+and+similar', 'graphs']",2000
3972,XOR on Segment,"['bitmasks', 'data+structures']",2000
3973,Watto and Mechanism,"['binary+search', 'data+structures', 'hashing', 'string+suffix+structures', 'strings']",2000
3974,Weights Division (easy version),"['data+structures', 'dfs+and+similar', 'greedy', 'trees']",2000
3975,Make Them Equal,"['constructive+algorithms', 'greedy', 'math']",2000
3976,Modular Stability,"['combinatorics', 'math', 'number+theory']",2000
3977,Domino for Young,"['dp', 'greedy', 'math']",2000
3978,Reachability from the Capital,"['dfs+and+similar', 'graphs', 'greedy']",2000
3979,Clear the String,['dp'],2000
3980,The Hard Work of Paparazzi,['dp'],2000
3981,Match Points,"['binary+search', 'greedy', 'sortings', 'ternary+search', 'two+pointers']",2000
3982,Propagating tree,"['data+structures', 'dfs+and+similar', 'trees']",2000
3983,Red-Green Towers,['dp'],2000
3984,Number of Simple Paths,"['combinatorics', 'dfs+and+similar', 'graphs', 'trees']",2000
3985,Compress Words,"['brute+force', 'hashing', 'implementation', 'string+suffix+structures', 'strings']",2000
3986,Book of Evil,"['dfs+and+similar', 'divide+and+conquer', 'dp', 'trees']",2000
3987,Choosing flowers,"['binary+search', 'brute+force', 'data+structures', 'dfs+and+similar', 'dp', 'greedy', 'sortings', 'two+pointers']",2000
3988,505,"['bitmasks', 'brute+force', 'constructive+algorithms', 'dp', 'greedy', 'implementation']",2000
3989,Bertown roads,"['dfs+and+similar', 'graphs']",2000
3990,Count Good Substrings,['math'],2000
3991,Wonder Room,"['brute+force', 'math']",2000
3992,Appleman and Tree,"['dfs+and+similar', 'dp', 'trees']",2000
3993,Three Paths on a Tree,"['dfs+and+similar', 'dp', 'greedy', 'trees']",2000
3994,XOR-gun,"['bitmasks', 'brute+force', 'constructive+algorithms']",2000
3995,Berserk And Fireball,"['constructive+algorithms', 'greedy', 'implementation', 'math', 'two+pointers']",2000
3996,SUM and REPLACE,"['brute+force', 'data+structures', 'dsu', 'number+theory']",2000
3997,String Coloring (hard version),"['data+structures', 'dp']",2000
3998,Generate a String,"['dfs+and+similar', 'dp']",2000
3999,Pair of Numbers,"['binary+search', 'brute+force', 'data+structures', 'math', 'two+pointers']",2000
4000,Minimizing Difference,"['binary+search', 'constructive+algorithms', 'greedy', 'sortings', 'ternary+search', 'two+pointers']",2000
4001,Omkar and Medians,"['data+structures', 'greedy', 'implementation']",2000
4002,1-Trees and Queries,"['data+structures', 'dfs+and+similar', 'shortest+paths', 'trees']",2000
4003,Number of Subsequences,"['combinatorics', 'dp', 'strings']",2000
4004,Nastia and a Hidden Permutation,"['constructive+algorithms', 'interactive']",2000
4005,Orac and Game of Life,"['dfs+and+similar', 'graphs', 'implementation', 'shortest+paths']",2000
4006,K-beautiful Strings,"['binary+search', 'brute+force', 'constructive+algorithms', 'greedy', 'strings']",2000
4007,AB Graph,"['brute+force', 'constructive+algorithms', 'graphs', 'greedy', 'implementation']",2000
4008,The Door Problem,"['2-sat', 'dfs+and+similar', 'dsu', 'graphs']",2000
4009,Expression Evaluation Error,"['constructive+algorithms', 'greedy', 'implementation', 'math']",2000
4010,Little Pony and Harmony Chest,"['bitmasks', 'brute+force', 'dp']",2000
4011,Buy a Ticket,"['data+structures', 'graphs', 'shortest+paths']",2000
4012,Subsequences (easy version),"['dp', 'graphs', 'implementation', 'shortest+paths']",2000
4013,Searchlights,"['binary+search', 'brute+force', 'data+structures', 'dp', 'implementation', 'sortings', 'two+pointers']",2000
4014,Robot Collisions,"['data+structures', 'greedy', 'implementation', 'sortings']",2000
4015,The Contest,"['data+structures', 'dp', 'greedy']",2000
4016,Sequence Sorting,"['dp', 'greedy', 'two+pointers']",2000
4017,Cheap Dinner,"['brute+force', 'data+structures', 'graphs', 'greedy', 'implementation', 'sortings', 'two+pointers']",2000
4018,Time to Run,"['constructive+algorithms', 'graphs', 'implementation']",2000
4019,Paths and Trees,"['graphs', 'greedy', 'shortest+paths']",2000
4020,Bitwise Queries (Easy Version),"['bitmasks', 'constructive+algorithms', 'interactive', 'math']",2000
4021,GCD and MST,"['constructive+algorithms', 'dsu', 'graphs', 'greedy', 'number+theory', 'sortings']",2000
4022,Weakness and Poorness,['ternary+search'],2000
4023,Fire,"['dp', 'sortings']",2000
4024,The Strongest Build,"['binary+search', 'brute+force', 'data+structures', 'dfs+and+similar', 'graphs', 'greedy', 'hashing', 'implementation']",2000
4025,Case of Fugitive,"['data+structures', 'greedy', 'sortings']",2000
4026,Cut and Stick,"['binary+search', 'data+structures', 'greedy', 'implementation', 'sortings']",2000
4027,Chocolate Bar,"['brute+force', 'dp']",2000
4028,GCD Counting,"['data+structures', 'dfs+and+similar', 'dp', 'number+theory', 'trees']",2000
4029,Pair Of Lines,['geometry'],2000
4030,Garland,"['dfs+and+similar', 'graphs', 'greedy', 'trees']",2000
4031,Babaei and Birthday Cake,"['data+structures', 'dp']",2000
4032,Divide by Three,"['dp', 'greedy', 'math', 'number+theory']",2000
4033,Maximize the Remaining String,"['brute+force', 'data+structures', 'dp', 'greedy', 'strings']",2000
4034,Balanced Playlist,"['binary+search', 'data+structures', 'implementation']",2000
4035,Multipliers,"['math', 'number+theory']",2000
4036,Two Sets,"['2-sat', 'dfs+and+similar', 'dsu', 'graph+matchings', 'greedy']",2000
4037,DZY Loves Modification,"['brute+force', 'data+structures', 'greedy']",2000
4038,Yet Another Division Into Teams,"['dp', 'greedy', 'sortings']",2000
4039,R2D2 and Droid Army,"['binary+search', 'data+structures', 'two+pointers']",2000
4040,Danil and a Part-time Job,"['bitmasks', 'data+structures', 'trees']",2000
4041,Buds Re-hanging,"['constructive+algorithms', 'dfs+and+similar', 'dp', 'greedy', 'trees']",2000
4042,Square Subsets,"['bitmasks', 'combinatorics', 'dp', 'math']",2000
4043,Decreasing Debts,"['constructive+algorithms', 'data+structures', 'graphs', 'greedy', 'implementation', 'math', 'two+pointers']",2000
4044,Ilya And The Tree,"['dfs+and+similar', 'graphs', 'math', 'number+theory', 'trees']",2000
4045,Hanoi Factory,"['brute+force', 'data+structures', 'dp', 'greedy', 'sortings']",2000
4046,Roman and Numbers,"['bitmasks', 'brute+force', 'combinatorics', 'dp', 'number+theory']",2000
4047,Unshuffling a Deck,"['constructive+algorithms', 'implementation']",2000
4048,XOR Inverse,"['bitmasks', 'data+structures', 'divide+and+conquer', 'dp', 'greedy', 'math', 'sortings', 'strings', 'trees']",2000
4049,CGCDSSQ,"['brute+force', 'data+structures', 'math']",2000
4050,Game with modulo,"['binary+search', 'constructive+algorithms', 'interactive']",2000
4051,Nash Matrix,"['constructive+algorithms', 'dfs+and+similar', 'graphs', 'implementation']",2000
4052,Captain Marmot,"['brute+force', 'geometry']",2000
4053,Kamil and Making a Stream,"['math', 'number+theory', 'trees']",2000
4054,Strip,"['binary+search', 'data+structures', 'dp', 'two+pointers']",2000
4055,Robin Hood,"['binary+search', 'greedy']",2000
4056,Number With The Given Amount Of Divisors,"['brute+force', 'dp', 'number+theory']",2000
4057,Glass Half Spilled,['dp'],2000
4058,Increasing Frequency,"['binary+search', 'dp', 'greedy']",2000
4059,Roman Digits,"['brute+force', 'combinatorics', 'dp', 'greedy', 'math']",2000
4060,Messenger Simulator,['data+structures'],2000
4061,Lucky Common Subsequence,"['dp', 'strings']",2000
4062,Matching vs  Independent Set,"['constructive+algorithms', 'graphs', 'greedy', 'sortings']",2000
4063,Inna and Pink Pony,"['greedy', 'implementation']",2000
4064,Drazil and Tiles,"['constructive+algorithms', 'greedy']",2000
4065,Gourmet choice,"['dfs+and+similar', 'dp', 'dsu', 'graphs', 'greedy']",2000
4066,Mahmoud and a Dictionary,"['data+structures', 'dfs+and+similar', 'dp', 'dsu', 'graphs']",2000
4067,Kirk and a Binary String (easy version),"['brute+force', 'greedy', 'strings']",2000
4068,Gluttony,"['constructive+algorithms', 'greedy']",2000
4069,Equalizing Two Strings,"['constructive+algorithms', 'sortings', 'strings']",2000
4070,Vasya and Good Sequences,"['bitmasks', 'dp']",2000
4071,Triangular Paths,"['constructive+algorithms', 'graphs', 'math', 'shortest+paths', 'sortings']",2000
4072,World of Darkraft: Battle for Azathoth,"['brute+force', 'data+structures', 'sortings']",2000
4073,Ability To Convert,"['constructive+algorithms', 'dp', 'greedy', 'math', 'strings']",2000
4074,Fixed Points,"['binary+search', 'brute+force', 'dp']",2000
4075,Equation,['math'],2000
4076,Cashback,"['data+structures', 'dp', 'greedy', 'math']",2000
4077,Fox and Card Game,"['games', 'greedy', 'sortings']",2000
4078,Intercity Travelling,"['combinatorics', 'math', 'probabilities']",2000
4079,Famil Door and Brackets,"['dp', 'strings']",2000
4080,Dima and Bacteria,"['dsu', 'graphs', 'shortest+paths']",2000
4081,Vitya and Strange Lesson,"['binary+search', 'data+structures']",2000
4082,Array Queries,"['brute+force', 'data+structures', 'dp']",2000
4083,Looking for Order,"['bitmasks', 'dp']",2000
4084,Counting Arrays,"['combinatorics', 'dp', 'math', 'number+theory']",2000
4085,Little Artem and Time Machine,['data+structures'],2000
4086,Let's Play Osu!,"['dp', 'math', 'probabilities']",2000
4087,Sergey and Subway,"['dfs+and+similar', 'dp', 'trees']",2000
4088,Choosing Balls,['dp'],2000
4089,Bottom-Tier Reversals,"['constructive+algorithms', 'greedy']",2000
4090,Obsessive String,"['dp', 'strings']",2000
4091,PolandBall and Polygon,['data+structures'],2000
4092,New Year and Ancient Prophecy,"['dp', 'hashing', 'strings']",2000
4093,Thanos Nim,['games'],2000
4094,Pillars,"['binary+search', 'data+structures', 'dp', 'sortings', 'trees']",2000
4095,Into Blocks (easy version),"['data+structures', 'dsu', 'greedy', 'implementation', 'two+pointers']",2000
4096,Leaving Auction,"['binary+search', 'data+structures']",2000
4097,Polycarp and Snakes,"['brute+force', 'implementation']",2000
4098,Ehab and another another xor problem,"['bitmasks', 'constructive+algorithms', 'implementation', 'interactive']",2000
4099,Unusual Sequences,"['bitmasks', 'combinatorics', 'dp', 'math', 'number+theory']",2000
4100,Levko and Array,"['binary+search', 'dp']",2000
4101,Special Permutations,['math'],2000
4102,Destruction of a Tree,"['constructive+algorithms', 'dfs+and+similar', 'dp', 'greedy', 'trees']",2000
4103,Petya and Construction Set,"['constructive+algorithms', 'graphs', 'math', 'sortings', 'trees']",2000
4104,Fibonacci-ish,"['brute+force', 'dp', 'hashing', 'implementation', 'math']",2000
4105,Minimization,"['dp', 'greedy', 'sortings']",2000
4106,Rotate Columns (easy version),"['bitmasks', 'brute+force', 'dp', 'greedy', 'sortings']",2000
4107,Queue,"['constructive+algorithms', 'dp']",2000
4108,Games with Rectangle,"['combinatorics', 'dp']",2000
4109,Om Nom and Candies,"['brute+force', 'greedy', 'math']",2000
4110,Maxim and Array,"['constructive+algorithms', 'data+structures', 'greedy', 'math']",2000
4111,Wet Shark and Blocks,"['dp', 'matrices']",2000
4112,Multicolored Markers,"['binary+search', 'brute+force', 'math', 'number+theory']",2000
4113,Stack Sorting,"['constructive+algorithms', 'data+structures', 'greedy', 'implementation']",2000
4114,Running Track,"['dp', 'greedy', 'strings', 'trees']",2000
4115,Mars rover,"['dfs+and+similar', 'graphs', 'implementation', 'trees']",2000
4116,The World Is Just a Programming Task (Easy Version),"['brute+force', 'dp', 'greedy', 'implementation']",2000
4117,TV Shows,"['data+structures', 'greedy', 'implementation', 'sortings']",2000
4118,Cycle,"['dfs+and+similar', 'graphs']",2000
4119,Petr#,"['brute+force', 'data+structures', 'hashing', 'strings']",2000
4120,Misha and Permutations Summation,['data+structures'],2000
4121,Segments Removal,"['data+structures', 'dsu', 'flows', 'implementation', 'two+pointers']",2000
4122,Jeremy Bearimy,"['dfs+and+similar', 'graphs', 'greedy', 'trees']",2000
4123,Turn Off The TV,"['data+structures', 'sortings']",2000
4124,Divisors,"['interactive', 'math', 'number+theory']",2000
4125,Lynyrd Skynyrd,"['data+structures', 'dfs+and+similar', 'dp', 'math', 'trees']",2000
4126,Vitaly and Cycle,"['combinatorics', 'dfs+and+similar', 'graphs', 'math']",2000
4127,Coprime Subsequences,"['bitmasks', 'combinatorics', 'number+theory']",2000
4128,Berzerk,"['dfs+and+similar', 'dp', 'games']",2000
4129,Gadgets for dollars and pounds,"['binary+search', 'greedy', 'two+pointers']",2000
4130,Greedy Arkady,['math'],2000
4131,Iahub and Permutations,"['combinatorics', 'math']",2000
4132,Candy Box (hard version),"['greedy', 'implementation', 'sortings']",2000
4133,Tokitsukaze and Strange Rectangle,"['data+structures', 'divide+and+conquer', 'sortings', 'two+pointers']",2000
4134,Wrong Answer,['constructive+algorithms'],2000
4135,Infinite Maze,"['dfs+and+similar', 'graphs']",2000
4136,Relay Race,['dp'],2000
4137,Cards and Joy,['dp'],2000
4138,Shortest Path,"['graphs', 'shortest+paths']",2000
4139,An overnight dance in discotheque,"['dfs+and+similar', 'dp', 'geometry', 'greedy', 'trees']",2000
4140,PLEASE,"['combinatorics', 'dp', 'implementation', 'math', 'matrices']",2000
4141,A Determined Cleanup,['math'],2000
4142,Cipher,"['combinatorics', 'dp']",2000
4143,Closest Equals,"['*special', 'data+structures']",2000
4144,World Tour,"['graphs', 'shortest+paths']",2000
4145,Interactive LowerBound,"['brute+force', 'interactive', 'probabilities']",2000
4146,Ithea Plays With Chtholly,"['binary+search', 'constructive+algorithms', 'games', 'greedy', 'interactive']",2000
4147,Sums of Digits,"['dp', 'greedy', 'implementation']",2000
4148,Ghosts,"['geometry', 'math']",2000
4149,Cloud Computing,"['data+structures', 'greedy']",2000
4150,Maximum Balanced Circle,"['constructive+algorithms', 'dp', 'greedy', 'two+pointers']",2000
4151,Industrial Nim,['games'],2000
4152,Twisted Circuit,"['*special', 'brute+force', 'implementation']",2000
4153,Theseus and labyrinth,"['graphs', 'implementation', 'shortest+paths']",2000
4154,The hat,"['binary+search', 'interactive']",2000
4155,Pretty Song,"['math', 'strings']",2000
4156,Work Group,"['dfs+and+similar', 'dp', 'graphs', 'strings', 'trees']",2000
4157,Roma and Poker,"['dp', 'graphs']",2000
4158,Dima and Containers,"['constructive+algorithms', 'greedy', 'implementation']",2000
4159,Choosing The Commander,"['bitmasks', 'data+structures', 'trees']",2000
4160,Ant on the Tree,"['constructive+algorithms', 'dfs+and+similar', 'trees']",2000
4161,Restore Cube,"['brute+force', 'geometry']",2000
4162,Restoration of string,"['constructive+algorithms', 'graphs', 'implementation']",2000
4163,Dasha and Puzzle,"['constructive+algorithms', 'dfs+and+similar', 'graphs', 'greedy', 'trees']",2000
4164,Gifts by the List,"['constructive+algorithms', 'dfs+and+similar', 'graphs', 'trees']",2000
4165,Sereja and Subsequences,"['data+structures', 'dp']",2000
4166,The Fair Nut and Strings,"['greedy', 'strings']",2000
4167,Area of Two Circles' Intersection,['geometry'],2000
4168,Sereja and the Arrangement of Numbers,"['graphs', 'greedy', 'sortings']",2000
4169,Microtransactions (hard version),"['binary+search', 'greedy', 'implementation']",2000
4170,Polycarp and Hay,"['dfs+and+similar', 'dsu', 'graphs', 'greedy', 'sortings']",2000
4171,International Olympiad,"['constructive+algorithms', 'greedy', 'implementation', 'math']",2000
4172,Castle Defense,"['binary+search', 'data+structures', 'greedy', 'two+pointers']",2000
4173,Water Taps,"['binary+search', 'greedy', 'sortings']",2000
4174,Jamie and Binary Sequence (changed after round),"['bitmasks', 'greedy', 'math']",2000
4175,Beaver Game,"['dp', 'games', 'number+theory']",2000
4176,Vanya and Field,['math'],2000
4177,Giving Awards,['dfs+and+similar'],2000
4178,Ants,"['brute+force', 'implementation']",2000
4179,Helga Hufflepuff's Cup,"['dp', 'trees']",2000
4180,Mahmoud and Ehab and the binary string,"['binary+search', 'divide+and+conquer', 'interactive']",2000
4181,Stripe 2,"['binary+search', 'dp', 'sortings']",2000
4182,Little Elephant and LCM,"['binary+search', 'combinatorics', 'dp', 'math']",2000
4183,Two out of Three,['dp'],2000
4184,Pchelyonok and Segments,"['binary+search', 'data+structures', 'dp', 'greedy', 'math']",2000
4185,Elongated Matrix,"['binary+search', 'bitmasks', 'brute+force', 'dp', 'graphs']",2000
4186,Microtransactions (easy version),"['binary+search', 'greedy']",2000
4187,Second price auction,"['bitmasks', 'probabilities']",2000
4188,Restoring Increasing Sequence,"['binary+search', 'brute+force', 'greedy', 'implementation']",2000
4189,Olya and magical square,"['constructive+algorithms', 'implementation', 'math']",2000
4190,Sereja and Periods,"['binary+search', 'dfs+and+similar', 'strings']",2000
4191,New Year Letter,"['bitmasks', 'brute+force', 'dp']",2000
4192,Police Patrol,"['greedy', 'implementation', 'math', 'ternary+search']",2000
4193,Wires,"['dfs+and+similar', 'graphs', 'greedy']",2000
4194,Rectangle Puzzle,['geometry'],2000
4195,Big Maximum Sum,"['data+structures', 'dp', 'greedy', 'implementation', 'math', 'trees']",2000
4196,Mike and Geometry Problem,"['combinatorics', 'data+structures', 'dp', 'geometry', 'implementation']",2000
